営業日,商品コード,商品名,カテゴリ1コード,カテゴリ1,カテゴリ2コード,カテゴリ2,カテゴリ3コード,カテゴリ3,カテゴリ4コード,カテゴリ4,カテゴリ5コード,カテゴリ5,平均単価,売上数量,売上金額
2021/07/27(火),94,ｾｯﾄ)テータリック,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/07/27(火),95,ｾｯﾄ)ミロ,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/07/27(火),167,L) 擂茶,4,ランチメニュー,7,L)ご飯,,,,,,,"¥1,100",1,"¥1,100"
2021/07/27(火),213,L)レモンチキンチョップ,4,ランチメニュー,7,L)ご飯,,,,,,,"¥1,000",3,"¥3,000"
2021/07/28(水),4,L)カレーラクサ麺,4,ランチメニュー,6,L)麺,,,,,,,¥990,5,"¥4,950"
2021/07/28(水),5,L)ナシレマッ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,3,"¥2,970"
2021/07/28(水),6,L)醤油チキンライス,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,4,"¥3,960"
2021/07/28(水),7,ｾｯﾄ)紅茶,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/07/28(水),8,ｾｯﾄ)コーヒー,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/07/28(水),24,ﾊﾟﾝﾀﾞﾝｼﾌｫﾝｹｰｷ,5,ディナーメニュー,10,デザート,,,,,,,¥550,1,¥550
2021/07/28(水),30,コーヒー,5,ディナーメニュー,12,ドリンク,,,,,,,¥385,2,¥770
2021/07/28(水),86,L)ﾃｨﾌｨﾝﾗﾝﾁ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,4,"¥3,960"
2021/07/28(水),94,ｾｯﾄ)テータリック,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,3,¥495
2021/07/28(水),167,L) 擂茶,4,ランチメニュー,7,L)ご飯,,,,,,,"¥1,100",1,"¥1,100"
2021/07/28(水),213,L)レモンチキンチョップ,4,ランチメニュー,7,L)ご飯,,,,,,,"¥1,000",5,"¥5,000"
2021/07/29(木),4,L)カレーラクサ麺,4,ランチメニュー,6,L)麺,,,,,,,¥990,5,"¥4,950"
2021/07/29(木),5,L)ナシレマッ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,5,"¥4,950"
2021/07/29(木),6,L)醤油チキンライス,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,2,"¥1,980"
2021/07/29(木),7,ｾｯﾄ)紅茶,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/07/29(木),8,ｾｯﾄ)コーヒー,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,3,¥495
2021/07/29(木),28,テータリック,5,ディナーメニュー,12,ドリンク,,,,,,,¥385,1,¥385
2021/07/29(木),58,TO)ナシレマッ,15,テイクアウト,7,L)ご飯,,,,,,,¥972,4,"¥3,888"
2021/07/29(木),59,TO)醤油チキンライス,15,テイクアウト,7,L)ご飯,,,,,,,¥972,2,"¥1,944"
2021/07/29(木),86,L)ﾃｨﾌｨﾝﾗﾝﾁ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,5,"¥4,950"
2021/07/29(木),94,ｾｯﾄ)テータリック,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,8,"¥1,320"
2021/07/29(木),110,ホワイト単品,32,アフタヌーンティー,34,AF)単品,,,,,,,¥320,1,¥320
2021/07/29(木),167,L) 擂茶,4,ランチメニュー,7,L)ご飯,,,,,,,"¥1,100",1,"¥1,100"
2021/07/29(木),199,半熟卵,32,アフタヌーンティー,34,AF)単品,,,,,,,¥55,2,¥110
2021/07/29(木),202,TO)南乳唐揚げ豚,15,テイクアウト,22,TO)ティフィン,,,,,,,¥756,1,¥756
2021/07/29(木),213,L)レモンチキンチョップ,4,ランチメニュー,7,L)ご飯,,,,,,,"¥1,000",6,"¥6,000"
2021/07/29(木),216,チェンドル,5,ディナーメニュー,10,デザート,,,,,,,¥750,1,¥750
2021/07/29(木),217,サンバルソース,42,雑貨,46,ソース,,,,,,,¥480,1,¥480
2021/07/30(金),4,L)カレーラクサ麺,4,ランチメニュー,6,L)麺,,,,,,,¥990,1,¥990
2021/07/30(金),5,L)ナシレマッ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,3,"¥2,970"
2021/07/30(金),6,L)醤油チキンライス,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,2,"¥1,980"
2021/07/30(金),7,ｾｯﾄ)紅茶,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/07/30(金),8,ｾｯﾄ)コーヒー,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/07/30(金),57,TO)カレーラクサ麺,15,テイクアウト,6,L)麺,,,,,,,¥972,1,¥972
2021/07/30(金),58,TO)ナシレマッ,15,テイクアウト,7,L)ご飯,,,,,,,¥972,3,"¥2,916"
2021/07/30(金),59,TO)醤油チキンライス,15,テイクアウト,7,L)ご飯,,,,,,,¥972,2,"¥1,944"
2021/07/30(金),86,L)ﾃｨﾌｨﾝﾗﾝﾁ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,6,"¥5,940"
2021/07/30(金),169,TO) 擂茶,15,テイクアウト,21,TO)弁当,,,,,,,"¥1,080",1,"¥1,080"
2021/07/30(金),213,L)レモンチキンチョップ,4,ランチメニュー,7,L)ご飯,,,,,,,"¥1,000",6,"¥6,000"
2021/07/31(土),11,カレーラクサ麺,5,ディナーメニュー,6,L)麺,,,,,,,"¥1,210",1,"¥1,210"
2021/07/31(土),12,ナシレマッ,5,ディナーメニュー,7,L)ご飯,,,,,,,"¥1,210",5,"¥6,050"
2021/07/31(土),13,醤油チキンライス,5,ディナーメニュー,7,L)ご飯,,,,,,,"¥1,210",1,"¥1,210"
2021/07/31(土),18,揚げ春巻き,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥770,1,¥770
2021/07/31(土),20,チキンライス,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥220,1,¥220
2021/07/31(土),28,テータリック,5,ディナーメニュー,12,ドリンク,,,,,,,¥385,2,¥770
2021/07/31(土),40,ミロ,5,ディナーメニュー,12,ドリンク,,,,,,,¥385,1,¥385
2021/07/31(土),110,ホワイト単品,32,アフタヌーンティー,34,AF)単品,,,,,,,¥320,1,¥320
2021/07/31(土),168,擂茶,5,ディナーメニュー,7,L)ご飯,,,,,,,"¥1,320",2,"¥2,640"
2021/07/31(土),180,黒ゴマのお汁粉(芝麻糊),5,ディナーメニュー,10,デザート,,,,,,,¥400,1,¥400
2021/07/31(土),199,半熟卵,32,アフタヌーンティー,34,AF)単品,,,,,,,¥55,1,¥55
2021/07/31(土),214,D)レモンチキンチョップ,5,ディナーメニュー,7,L)ご飯,,,,,,,"¥1,200",4,"¥4,800"
2021/08/03(火),5,L)ナシレマッ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,5,"¥4,950"
2021/08/03(火),6,L)醤油チキンライス,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,1,¥990
2021/08/03(火),59,TO)醤油チキンライス,15,テイクアウト,7,L)ご飯,,,,,,,¥972,1,¥972
2021/08/03(火),86,L)ﾃｨﾌｨﾝﾗﾝﾁ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,4,"¥3,960"
2021/08/03(火),94,ｾｯﾄ)テータリック,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,4,¥660
2021/08/03(火),95,ｾｯﾄ)ミロ,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/08/03(火),167,L) 擂茶,4,ランチメニュー,7,L)ご飯,,,,,,,"¥1,100",3,"¥3,300"
2021/08/03(火),213,L)レモンチキンチョップ,4,ランチメニュー,7,L)ご飯,,,,,,,"¥1,000",3,"¥3,000"
2021/08/03(火),215,TO)レモンチキンチョップ,15,テイクアウト,21,TO)弁当,,,,,,,¥980,1,¥980
2021/08/04(水),4,L)カレーラクサ麺,4,ランチメニュー,6,L)麺,,,,,,,¥990,2,"¥1,980"
2021/08/04(水),5,L)ナシレマッ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,3,"¥2,970"
2021/08/04(水),6,L)醤油チキンライス,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,3,"¥2,970"
2021/08/04(水),8,ｾｯﾄ)コーヒー,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/08/04(水),86,L)ﾃｨﾌｨﾝﾗﾝﾁ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,2,"¥1,980"
2021/08/04(水),94,ｾｯﾄ)テータリック,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,2,¥330
2021/08/04(水),178,トートバッグ（ﾅｼﾚﾏｯ）,42,雑貨,43,トートバッグ,,,,,,,"¥1,639",1,"¥1,639"
2021/08/04(水),213,L)レモンチキンチョップ,4,ランチメニュー,7,L)ご飯,,,,,,,"¥1,000",5,"¥5,000"
2021/08/04(水),217,サンバルソース,42,雑貨,46,ソース,,,,,,,¥480,2,¥960
2021/08/05(木),4,L)カレーラクサ麺,4,ランチメニュー,6,L)麺,,,,,,,¥990,2,"¥1,980"
2021/08/05(木),5,L)ナシレマッ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,3,"¥2,970"
2021/08/05(木),6,L)醤油チキンライス,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,3,"¥2,970"
2021/08/05(木),7,ｾｯﾄ)紅茶,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/08/05(木),57,TO)カレーラクサ麺,15,テイクアウト,6,L)麺,,,,,,,¥972,1,¥972
2021/08/05(木),86,L)ﾃｨﾌｨﾝﾗﾝﾁ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,2,"¥1,980"
2021/08/05(木),94,ｾｯﾄ)テータリック,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,3,¥495
2021/08/05(木),213,L)レモンチキンチョップ,4,ランチメニュー,7,L)ご飯,,,,,,,"¥1,000",1,"¥1,000"
2021/08/06(金),4,L)カレーラクサ麺,4,ランチメニュー,6,L)麺,,,,,,,¥990,6,"¥5,940"
2021/08/06(金),5,L)ナシレマッ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,6,"¥5,940"
2021/08/06(金),6,L)醤油チキンライス,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,5,"¥4,950"
2021/08/06(金),7,ｾｯﾄ)紅茶,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/08/06(金),8,ｾｯﾄ)コーヒー,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/08/06(金),59,TO)醤油チキンライス,15,テイクアウト,7,L)ご飯,,,,,,,¥972,1,¥972
2021/08/06(金),86,L)ﾃｨﾌｨﾝﾗﾝﾁ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,3,"¥2,970"
2021/08/06(金),94,ｾｯﾄ)テータリック,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,3,¥495
2021/08/06(金),95,ｾｯﾄ)ミロ,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/08/06(金),96,ｾｯﾄ)緑茶,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/08/06(金),134,ドラゴンフルーツシャーベット,5,ディナーメニュー,10,デザート,,,,,,,¥385,1,¥385
2021/08/06(金),167,L) 擂茶,4,ランチメニュー,7,L)ご飯,,,,,,,"¥1,100",2,"¥2,200"
2021/08/06(金),180,黒ゴマのお汁粉(芝麻糊),5,ディナーメニュー,10,デザート,,,,,,,¥400,1,¥400
2021/08/06(金),213,L)レモンチキンチョップ,4,ランチメニュー,7,L)ご飯,,,,,,,"¥1,000",4,"¥4,000"
2021/08/06(金),217,サンバルソース,42,雑貨,46,ソース,,,,,,,¥480,1,¥480
2021/08/07(土),11,カレーラクサ麺,5,ディナーメニュー,6,L)麺,,,,,,,"¥1,210",1,"¥1,210"
2021/08/07(土),12,ナシレマッ,5,ディナーメニュー,7,L)ご飯,,,,,,,"¥1,210",4,"¥4,840"
2021/08/07(土),15,南乳唐揚げ豚,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥770,1,¥770
2021/08/07(土),28,テータリック,5,ディナーメニュー,12,ドリンク,,,,,,,¥385,2,¥770
2021/08/07(土),31,コーラ,5,ディナーメニュー,12,ドリンク,,,,,,,¥330,1,¥330
2021/08/07(土),40,ミロ,5,ディナーメニュー,12,ドリンク,,,,,,,¥385,1,¥385
2021/08/07(土),167,L) 擂茶,4,ランチメニュー,7,L)ご飯,,,,,,,"¥1,100",1,"¥1,100"
2021/08/07(土),168,擂茶,5,ディナーメニュー,7,L)ご飯,,,,,,,"¥1,320",1,"¥1,320"
2021/08/07(土),179,タンブラーバッグ,42,雑貨,43,トートバッグ,,,,,,,¥759,1,¥759
2021/08/07(土),217,サンバルソース,42,雑貨,46,ソース,,,,,,,¥480,9,"¥4,320"
2021/08/10(火),4,L)カレーラクサ麺,4,ランチメニュー,6,L)麺,,,,,,,¥990,1,¥990
2021/08/10(火),5,L)ナシレマッ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,3,"¥2,970"
2021/08/10(火),6,L)醤油チキンライス,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,2,"¥1,980"
2021/08/10(火),7,ｾｯﾄ)紅茶,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/08/10(火),8,ｾｯﾄ)コーヒー,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,3,¥495
2021/08/10(火),9,ｾｯﾄ)オレンジジュース,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/08/10(火),58,TO)ナシレマッ,15,テイクアウト,7,L)ご飯,,,,,,,¥972,1,¥972
2021/08/10(火),86,L)ﾃｨﾌｨﾝﾗﾝﾁ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,6,"¥5,940"
2021/08/10(火),94,ｾｯﾄ)テータリック,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/08/10(火),95,ｾｯﾄ)ミロ,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,2,¥330
2021/08/10(火),167,L) 擂茶,4,ランチメニュー,7,L)ご飯,,,,,,,"¥1,100",2,"¥2,200"
2021/08/10(火),213,L)レモンチキンチョップ,4,ランチメニュー,7,L)ご飯,,,,,,,"¥1,000",2,"¥2,000"
2021/08/11(水),4,L)カレーラクサ麺,4,ランチメニュー,6,L)麺,,,,,,,¥990,2,"¥1,980"
2021/08/11(水),5,L)ナシレマッ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,1,¥990
2021/08/11(水),6,L)醤油チキンライス,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,1,¥990
2021/08/11(水),86,L)ﾃｨﾌｨﾝﾗﾝﾁ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,5,"¥4,950"
2021/08/11(水),94,ｾｯﾄ)テータリック,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/08/11(水),213,L)レモンチキンチョップ,4,ランチメニュー,7,L)ご飯,,,,,,,"¥1,000",4,"¥4,000"
2021/08/12(木),4,L)カレーラクサ麺,4,ランチメニュー,6,L)麺,,,,,,,¥990,11,"¥10,890"
2021/08/12(木),5,L)ナシレマッ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,6,"¥5,940"
2021/08/12(木),6,L)醤油チキンライス,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,3,"¥2,970"
2021/08/12(木),8,ｾｯﾄ)コーヒー,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/08/12(木),9,ｾｯﾄ)オレンジジュース,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/08/12(木),12,ナシレマッ,5,ディナーメニュー,7,L)ご飯,,,,,,,"¥1,210",1,"¥1,210"
2021/08/12(木),15,南乳唐揚げ豚,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥770,1,¥770
2021/08/12(木),24,ﾊﾟﾝﾀﾞﾝｼﾌｫﾝｹｰｷ,5,ディナーメニュー,10,デザート,,,,,,,¥550,1,¥550
2021/08/12(木),25,マレーシア風漬物,5,ディナーメニュー,11,おつまみ,,,,,,,¥385,1,¥385
2021/08/12(木),28,テータリック,5,ディナーメニュー,12,ドリンク,,,,,,,¥385,2,¥770
2021/08/12(木),40,ミロ,5,ディナーメニュー,12,ドリンク,,,,,,,¥385,2,¥770
2021/08/12(木),57,TO)カレーラクサ麺,15,テイクアウト,6,L)麺,,,,,,,¥972,1,¥972
2021/08/12(木),58,TO)ナシレマッ,15,テイクアウト,7,L)ご飯,,,,,,,¥972,1,¥972
2021/08/12(木),59,TO)醤油チキンライス,15,テイクアウト,7,L)ご飯,,,,,,,¥972,1,¥972
2021/08/12(木),86,L)ﾃｨﾌｨﾝﾗﾝﾁ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,6,"¥5,940"
2021/08/12(木),94,ｾｯﾄ)テータリック,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,11,"¥1,815"
2021/08/12(木),95,ｾｯﾄ)ミロ,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/08/12(木),167,L) 擂茶,4,ランチメニュー,7,L)ご飯,,,,,,,"¥1,100",1,"¥1,100"
2021/08/12(木),213,L)レモンチキンチョップ,4,ランチメニュー,7,L)ご飯,,,,,,,"¥1,000",3,"¥3,000"
2021/08/12(木),214,D)レモンチキンチョップ,5,ディナーメニュー,7,L)ご飯,,,,,,,"¥1,200",1,"¥1,200"
2021/08/12(木),215,TO)レモンチキンチョップ,15,テイクアウト,21,TO)弁当,,,,,,,¥980,2,"¥1,960"
2021/08/12(木),216,チェンドル,5,ディナーメニュー,10,デザート,,,,,,,¥750,1,¥750
2021/08/12(木),217,サンバルソース,42,雑貨,46,ソース,,,,,,,¥480,1,¥480
2021/08/17(火),4,L)カレーラクサ麺,4,ランチメニュー,6,L)麺,,,,,,,¥990,2,"¥1,980"
2021/08/17(火),5,L)ナシレマッ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,1,¥990
2021/08/17(火),6,L)醤油チキンライス,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,2,"¥1,980"
2021/08/17(火),57,TO)カレーラクサ麺,15,テイクアウト,6,L)麺,,,,,,,¥972,1,¥972
2021/08/17(火),86,L)ﾃｨﾌｨﾝﾗﾝﾁ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,5,"¥4,950"
2021/08/17(火),94,ｾｯﾄ)テータリック,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,4,¥660
2021/08/17(火),95,ｾｯﾄ)ミロ,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/08/17(火),152,ライムティー,5,ディナーメニュー,12,ドリンク,,,,,,,¥495,1,¥495
2021/08/17(火),168,擂茶,5,ディナーメニュー,7,L)ご飯,,,,,,,"¥1,320",1,"¥1,320"
2021/08/17(火),195,L)お子様セット,4,ランチメニュー,7,L)ご飯,,,,,,,¥770,1,¥770
2021/08/17(火),213,L)レモンチキンチョップ,4,ランチメニュー,7,L)ご飯,,,,,,,"¥1,000",3,"¥3,000"
2021/08/17(火),217,サンバルソース,42,雑貨,46,ソース,,,,,,,¥480,1,¥480
2021/08/18(水),4,L)カレーラクサ麺,4,ランチメニュー,6,L)麺,,,,,,,¥990,5,"¥4,950"
2021/08/18(水),5,L)ナシレマッ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,5,"¥4,950"
2021/08/18(水),6,L)醤油チキンライス,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,2,"¥1,980"
2021/08/18(水),8,ｾｯﾄ)コーヒー,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/08/18(水),59,TO)醤油チキンライス,15,テイクアウト,7,L)ご飯,,,,,,,¥972,1,¥972
2021/08/18(水),86,L)ﾃｨﾌｨﾝﾗﾝﾁ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,4,"¥3,960"
2021/08/18(水),94,ｾｯﾄ)テータリック,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/08/18(水),167,L) 擂茶,4,ランチメニュー,7,L)ご飯,,,,,,,"¥1,100",2,"¥2,200"
2021/08/18(水),213,L)レモンチキンチョップ,4,ランチメニュー,7,L)ご飯,,,,,,,"¥1,000",2,"¥2,000"
2021/08/18(水),217,サンバルソース,42,雑貨,46,ソース,,,,,,,¥480,1,¥480
2021/08/19(木),4,L)カレーラクサ麺,4,ランチメニュー,6,L)麺,,,,,,,¥990,3,"¥2,970"
2021/08/19(木),5,L)ナシレマッ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,7,"¥6,930"
2021/08/19(木),6,L)醤油チキンライス,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,3,"¥2,970"
2021/08/19(木),8,ｾｯﾄ)コーヒー,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/08/19(木),28,テータリック,5,ディナーメニュー,12,ドリンク,,,,,,,¥385,1,¥385
2021/08/19(木),59,TO)醤油チキンライス,15,テイクアウト,7,L)ご飯,,,,,,,¥972,1,¥972
2021/08/19(木),86,L)ﾃｨﾌｨﾝﾗﾝﾁ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,5,"¥4,950"
2021/08/19(木),94,ｾｯﾄ)テータリック,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,4,¥660
2021/08/19(木),95,ｾｯﾄ)ミロ,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,3,¥495
2021/08/19(木),134,ドラゴンフルーツシャーベット,5,ディナーメニュー,10,デザート,,,,,,,¥385,1,¥385
2021/08/19(木),156,ダルゴナコーヒー,5,ディナーメニュー,12,ドリンク,,,,,,,¥550,1,¥550
2021/08/19(木),167,L) 擂茶,4,ランチメニュー,7,L)ご飯,,,,,,,"¥1,100",2,"¥2,200"
2021/08/19(木),213,L)レモンチキンチョップ,4,ランチメニュー,7,L)ご飯,,,,,,,"¥1,000",3,"¥3,000"
2021/08/19(木),215,TO)レモンチキンチョップ,15,テイクアウト,21,TO)弁当,,,,,,,¥980,1,¥980
2021/08/20(金),4,L)カレーラクサ麺,4,ランチメニュー,6,L)麺,,,,,,,¥990,2,"¥1,980"
2021/08/20(金),5,L)ナシレマッ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,5,"¥4,950"
2021/08/20(金),6,L)醤油チキンライス,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,2,"¥1,980"
2021/08/20(金),59,TO)醤油チキンライス,15,テイクアウト,7,L)ご飯,,,,,,,¥972,3,"¥2,916"
2021/08/20(金),86,L)ﾃｨﾌｨﾝﾗﾝﾁ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,4,"¥3,960"
2021/08/20(金),167,L) 擂茶,4,ランチメニュー,7,L)ご飯,,,,,,,"¥1,100",2,"¥2,200"
2021/08/20(金),213,L)レモンチキンチョップ,4,ランチメニュー,7,L)ご飯,,,,,,,"¥1,000",5,"¥5,000"
2021/08/20(金),215,TO)レモンチキンチョップ,15,テイクアウト,21,TO)弁当,,,,,,,¥980,1,¥980
2021/08/20(金),216,チェンドル,5,ディナーメニュー,10,デザート,,,,,,,¥750,1,¥750
2021/08/20(金),217,サンバルソース,42,雑貨,46,ソース,,,,,,,¥480,4,"¥1,920"
2021/08/21(土),11,カレーラクサ麺,5,ディナーメニュー,6,L)麺,,,,,,,"¥1,210",5,"¥6,050"
2021/08/21(土),12,ナシレマッ,5,ディナーメニュー,7,L)ご飯,,,,,,,"¥1,210",7,"¥8,470"
2021/08/21(土),16,手羽先の塩卵唐揚げ,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥770,2,"¥1,540"
2021/08/21(土),18,揚げ春巻き,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥770,1,¥770
2021/08/21(土),19,揚げ饅頭 ｶﾚｰﾁｷﾝ付,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥770,1,¥770
2021/08/21(土),28,テータリック,5,ディナーメニュー,12,ドリンク,,,,,,,¥385,1,¥385
2021/08/21(土),30,コーヒー,5,ディナーメニュー,12,ドリンク,,,,,,,¥385,1,¥385
2021/08/21(土),58,TO)ナシレマッ,15,テイクアウト,7,L)ご飯,,,,,,,¥972,1,¥972
2021/08/21(土),134,ドラゴンフルーツシャーベット,5,ディナーメニュー,10,デザート,,,,,,,¥385,1,¥385
2021/08/21(土),168,擂茶,5,ディナーメニュー,7,L)ご飯,,,,,,,"¥1,320",2,"¥2,640"
2021/08/21(土),183,フルーツ・ロジャ,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥770,1,¥770
2021/08/21(土),196,D)お子様セット,5,ディナーメニュー,7,L)ご飯,,,,,,,¥770,1,¥770
2021/08/21(土),214,D)レモンチキンチョップ,5,ディナーメニュー,7,L)ご飯,,,,,,,"¥1,200",4,"¥4,800"
2021/08/21(土),216,チェンドル,5,ディナーメニュー,10,デザート,,,,,,,¥750,3,"¥2,250"
2021/08/21(土),217,サンバルソース,42,雑貨,46,ソース,,,,,,,¥480,1,¥480
2021/08/21(土),218,ミニ冰皮月餅セット,39,イベント,47,季節限定,,,,,,,"¥1,845",1,"¥1,845"
2021/08/23(月),4,L)カレーラクサ麺,4,ランチメニュー,6,L)麺,,,,,,,¥990,5,"¥4,950"
2021/08/23(月),5,L)ナシレマッ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,5,"¥4,950"
2021/08/23(月),6,L)醤油チキンライス,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,1,¥990
2021/08/23(月),7,ｾｯﾄ)紅茶,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/08/23(月),8,ｾｯﾄ)コーヒー,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/08/23(月),57,TO)カレーラクサ麺,15,テイクアウト,6,L)麺,,,,,,,¥972,1,¥972
2021/08/23(月),59,TO)醤油チキンライス,15,テイクアウト,7,L)ご飯,,,,,,,¥972,1,¥972
2021/08/23(月),86,L)ﾃｨﾌｨﾝﾗﾝﾁ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,5,"¥4,950"
2021/08/23(月),94,ｾｯﾄ)テータリック,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,3,¥495
2021/08/23(月),192,TO)揚げワンタン,15,テイクアウト,22,TO)ティフィン,,,,,,,¥756,1,¥756
2021/08/23(月),202,TO)南乳唐揚げ豚,15,テイクアウト,22,TO)ティフィン,,,,,,,¥756,1,¥756
2021/08/23(月),213,L)レモンチキンチョップ,4,ランチメニュー,7,L)ご飯,,,,,,,"¥1,000",3,"¥3,000"
2021/08/23(月),216,チェンドル,5,ディナーメニュー,10,デザート,,,,,,,¥750,1,¥750
2021/08/23(月),218,ミニ冰皮月餅セット,39,イベント,47,季節限定,,,,,,,"¥1,845",5,"¥9,225"
2021/08/24(火),4,L)カレーラクサ麺,4,ランチメニュー,6,L)麺,,,,,,,¥990,2,"¥1,980"
2021/08/24(火),5,L)ナシレマッ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,6,"¥5,940"
